59;2714;14;174;[59, 0, 142, 255, 131, 255, 85, 255, 175, 1, 67, 29, 0, 174]
67;2724;10;161;[67, 29, 0, 174, 255, 73, 255, 77, 255, 161]
59;2754;14;174;[59, 0, 142, 255, 131, 255, 85, 255, 175, 1, 67, 29, 0, 174]
145;2791;20;51;[145, 255, 59, 0, 142, 255, 131, 255, 85, 255, 175, 1, 67, 29, 0, 174, 255, 73, 255, 51]
59;2793;14;174;[59, 0, 142, 255, 131, 255, 85, 255, 175, 1, 67, 29, 0, 174]
0;2805;8;39;[0, 174, 255, 73, 255, 51, 255, 39]
174;2806;7;39;[174, 255, 73, 255, 51, 255, 39]
255;2811;15;255;[255, 39, 47, 116, 142, 255, 131, 255, 35, 53, 217, 174, 255, 73, 255]
142;2815;18;142;[142, 255, 131, 255, 35, 53, 217, 174, 255, 73, 255, 143, 255, 145, 255, 59, 0, 142]
255;2816;16;0;[255, 131, 255, 35, 53, 217, 174, 255, 73, 255, 143, 255, 145, 255, 59, 0]
255;2816;6;217;[255, 131, 255, 35, 53, 217]
53;2820;9;145;[53, 217, 174, 255, 73, 255, 143, 255, 145]
59;2830;14;174;[59, 0, 142, 255, 131, 255, 85, 255, 175, 1, 67, 29, 0, 174]
255;2835;16;255;[255, 85, 255, 175, 1, 67, 29, 0, 174, 255, 73, 255, 55, 255, 113, 255]
55;2847;17;143;[55, 255, 113, 255, 179, 0, 142, 255, 131, 255, 123, 183, 174, 255, 73, 255, 143]
59;2867;14;174;[59, 0, 142, 255, 131, 255, 85, 255, 175, 1, 67, 29, 0, 174]
36;2886;4;142;[36, 255, 107, 142]
142;2889;19;142;[142, 255, 131, 255, 89, 255, 217, 0, 174, 255, 73, 255, 143, 255, 145, 255, 59, 0, 142]
255;2890;17;0;[255, 131, 255, 89, 255, 217, 0, 174, 255, 73, 255, 143, 255, 145, 255, 59, 0]
255;2890;6;217;[255, 131, 255, 89, 255, 217]
